1706B "Making Towers" dp,greedy,math "You have a sequence of n colored blocks. The color of the i-th block is ci, an integer between 1 and n.You will place the blocks down in sequence on an infinite coordinate grid in the following way.   Initially, you place block 1 at (0,0).  For 2\xe2\x89\xa4i\xe2\x89\xa4n, if the (i\xe2\x88\x921)-th block is placed at position (x,y), then the i-th block can be placed at one of positions (x+1,y), (x\xe2\x88\x921,y), (x,y+1) (but not at position (x,y\xe2\x88\x921)), as long no previous block was placed at that position. A tower is formed by s blocks such that they are placed at positions (x,y),(x,y+1),\xe2\x80\xa6,(x,y+s\xe2\x88\x921) for some position (x,y) and integer s. The size of the tower is s, the number of blocks in it. A tower of color r is a tower such that all blocks in it have the color r.For each color r from 1 to n, solve the following problem independently:   Find the maximum size of a tower of color r that you can form by placing down the blocks according to the rules." 1100
1706A "Another String Minimization Problem" "2-sat,constructive algorithms,greedy,string suffix structures,strings" "You have a sequence a1,a2,\xe2\x80\xa6,an of length n, consisting of integers between 1 and m. You also have a string s, consisting of m characters B.You are going to perform the following n operations.   At the i-th (1\xe2\x89\xa4i\xe2\x89\xa4n) operation, you replace either the ai-th or the (m+1\xe2\x88\x92ai)-th character of s with A. You can replace the character at any position multiple times through the operations. Find the lexicographically smallest string you can get after these operations.A string x is lexicographically smaller than a string y of the same length if and only if in the first position where x and y differ, the string x has a letter that appears earlier in the alphabet than the corresponding letter in y." 800
1705F "Mark and the Online Exam" "bitmasks,constructive algorithms,interactive,probabilities" "Mark is administering an online exam consisting of n true-false questions. However, he has lost all answer keys. He needs a way to retrieve the answers before his client gets infuriated.Fortunately, he has access to the grading system. Thus, for each query, you can input the answers to all n questions, and the grading system will output how many of them are correct.He doesn\'t have much time, so he can use the grading system at most 675 times. Help Mark determine the answer keys.Note that answer keys are fixed in advance and will not change depending on your queries." 2900
1705E "Mark and Professor Koro" "binary search,bitmasks,brute force,combinatorics,data structures,greedy" "After watching a certain anime before going to sleep, Mark dreams of standing in an old classroom with a blackboard that has a sequence of n positive integers a1,a2,\xe2\x80\xa6,an on it.Then, professor Koro comes in. He can perform the following operation:  select an integer x that appears at least 2 times on the board,  erase those 2 appearances, and  write x+1 on the board. Professor Koro then asks Mark the question, ""what is the maximum possible number that could appear on the board after some operations?""Mark quickly solves this question, but he is still slower than professor Koro. Thus, professor Koro decides to give Mark additional challenges. He will update the initial sequence of integers q times. Each time, he will choose positive integers k and l, then change ak to l. After each update, he will ask Mark the same question again.Help Mark answer these questions faster than Professor Koro!Note that the updates are persistent. Changes made to the sequence a will apply when processing future updates." 2300
1705D "Mark and Lightbulbs" "combinatorics,constructive algorithms,greedy,math,sortings" "Mark has just purchased a rack of n lightbulbs. The state of the lightbulbs can be described with binary string s=s1s2\xe2\x80\xa6sn, where si=1 means that the i-th lightbulb is turned on, while si=0 means that the i-th lightbulb is turned off.Unfortunately, the lightbulbs are broken, and the only operation he can perform to change the state of the lightbulbs is the following:  Select an index i from 2,3,\xe2\x80\xa6,n\xe2\x88\x921 such that si\xe2\x88\x921\xe2\x89\xa0si+1.  Toggle si. Namely, if si is 0, set si to 1 or vice versa. Mark wants the state of the lightbulbs to be another binary string t. Help Mark determine the minimum number of operations to do so." 1800
1705C "Mark and His Unfinished Essay" "brute force,implementation" "One night, Mark realized that there is an essay due tomorrow. He hasn\'t written anything yet, so Mark decided to randomly copy-paste substrings from the prompt to make the essay.More formally, the prompt is a string s of initial length n. Mark will perform the copy-pasting operation c times. Each operation is described by two integers l and r, which means that Mark will append letters slsl+1\xe2\x80\xa6sr to the end of string s. Note that the length of s increases after this operation.Of course, Mark needs to be able to see what has been written. After copying, Mark will ask q queries: given an integer k, determine the k-th letter of the final string s." 1400
1705B "Mark the Dust Sweeper" "constructive algorithms,greedy,implementation" "Mark is cleaning a row of n rooms. The i-th room has a nonnegative dust level ai. He has a magical cleaning machine that can do the following three-step operation.   Select two indices i<j such that the dust levels ai, ai+1, \xe2\x80\xa6, aj\xe2\x88\x921 are all strictly greater than 0.  Set ai to ai\xe2\x88\x921.  Set aj to aj+1.  Mark\'s goal is to make a1=a2=\xe2\x80\xa6=an\xe2\x88\x921=0 so that he can nicely sweep the n-th room. Determine the minimum number of operations needed to reach his goal." 900
1705A "Mark the Photographer" greedy,sortings "Mark is asked to take a group photo of 2n people. The i-th person has height hi units.To do so, he ordered these people into two rows, the front row and the back row, each consisting of n people. However, to ensure that everyone is seen properly, the j-th person of the back row must be at least x units taller than the j-th person of the front row for each j between 1 and n, inclusive.Help Mark determine if this is possible." 800
1704H2 "Game of AI (hard version)" combinatorics,fft,math "This is the hard version of this problem. The difference between easy and hard versions is the constraint on k and the time limit. Notice that you need to calculate the answer for all positive integers n\xe2\x88\x88[1,k] in this version. You can make hacks only if both versions of the problem are solved.Cirno is playing a war simulator game with n towers (numbered from 1 to n) and n bots (numbered from 1 to n). The i-th tower is initially occupied by the i-th bot for 1\xe2\x89\xa4i\xe2\x89\xa4n.Before the game, Cirno first chooses a permutation p=[p1,p2,\xe2\x80\xa6,pn] of length n (A permutation of length n is an array of length n where each integer between 1 and n appears exactly once). After that, she can choose a sequence a=[a1,a2,\xe2\x80\xa6,an] (1\xe2\x89\xa4ai\xe2\x89\xa4n and ai\xe2\x89\xa0i for all 1\xe2\x89\xa4i\xe2\x89\xa4n).The game has n rounds of attacks. In the i-th round, if the pi-th bot is still in the game, it will begin its attack, and as the result the api-th tower becomes occupied by the pi-th bot; the bot that previously occupied the api-th tower will no longer occupy it. If the pi-th bot is not in the game, nothing will happen in this round.After each round, if a bot doesn\'t occupy any towers, it will be eliminated and leave the game. Please note that no tower can be occupied by more than one bot, but one bot can occupy more than one tower during the game.At the end of the game, Cirno will record the result as a sequence b=[b1,b2,\xe2\x80\xa6,bn], where bi is the number of the bot that occupies the i-th tower at the end of the game.However, as a mathematics master, she wants you to solve the following counting problem instead of playing games:Count the number of different pairs of sequences a, b from all possible choices of sequence a and permutation p.Calculate the answers for all n such that 1\xe2\x89\xa4n\xe2\x89\xa4k. Since these numbers may be large, output them modulo M." 3500
1704H1 "Game of AI (easy version)" "combinatorics,constructive algorithms,dp,fft,math" "This is the easy version of this problem. The difference between easy and hard versions is the constraint on k and the time limit. Also, in this version of the problem, you only need to calculate the answer when n=k. You can make hacks only if both versions of the problem are solved.Cirno is playing a war simulator game with n towers (numbered from 1 to n) and n bots (numbered from 1 to n). The i-th tower is initially occupied by the i-th bot for 1\xe2\x89\xa4i\xe2\x89\xa4n.Before the game, Cirno first chooses a permutation p=[p1,p2,\xe2\x80\xa6,pn] of length n (A permutation of length n is an array of length n where each integer between 1 and n appears exactly once). After that, she can choose a sequence a=[a1,a2,\xe2\x80\xa6,an] (1\xe2\x89\xa4ai\xe2\x89\xa4n and ai\xe2\x89\xa0i for all 1\xe2\x89\xa4i\xe2\x89\xa4n).The game has n rounds of attacks. In the i-th round, if the pi-th bot is still in the game, it will begin its attack, and as the result the api-th tower becomes occupied by the pi-th bot; the bot that previously occupied the api-th tower will no longer occupy it. If the pi-th bot is not in the game, nothing will happen in this round.After each round, if a bot doesn\'t occupy any towers, it will be eliminated and leave the game. Please note that no tower can be occupied by more than one bot, but one bot can occupy more than one tower during the game.At the end of the game, Cirno will record the result as a sequence b=[b1,b2,\xe2\x80\xa6,bn], where bi is the number of the bot that occupies the i-th tower at the end of the game.However, as a mathematics master, she wants you to solve the following counting problem instead of playing games:Count the number of different pairs of sequences a and b that we can get from all possible choices of sequence a and permutation p.Since this number may be large, output it modulo M." 3200
1704G "Mio and Lucky Array" "constructive algorithms,fft,math,strings" "Mio has an array a consisting of n integers, and an array b consisting of m integers. Mio can do the following operation to a:  Choose an integer i (1\xe2\x89\xa4i\xe2\x89\xa4n) that has not been chosen before, then add 1 to ai, subtract 2 from ai+1, add 3 to ai+2 an so on. Formally, the operation is to add (\xe2\x88\x921)j\xe2\x88\x92i\xe2\x8b\x85(j\xe2\x88\x92i+1) to aj for i\xe2\x89\xa4j\xe2\x89\xa4n.Mio wants to transform a so that it will contain b as a subarray. Could you answer her question, and provide a sequence of operations to do so, if it is possible?An array b is a subarray of an array a if b can be obtained from a by deletion of several (possibly, zero or all) elements from the beginning and several (possibly, zero or all) elements from the end." 3500
1704F "Colouring Game" "constructive algorithms,dp,games" "Alice and Bob are playing a game. There are n cells in a row. Initially each cell is either red or blue. Alice goes first.On each turn, Alice chooses two neighbouring cells which contain at least one red cell, and paints that two cells white. Then, Bob chooses two neighbouring cells which contain at least one blue cell, and paints that two cells white. The player who cannot make a move loses.Find the winner if both Alice and Bob play optimally.Note that a chosen cell can be white, as long as the other cell satisfies the constraints." 2600
1704E "Count Seconds" "brute force,constructive algorithms,dp,graphs,implementation,math" "Cirno has a DAG (Directed Acyclic Graph) with n nodes and m edges. The graph has exactly one node that has no out edges. The i-th node has an integer ai on it.Every second the following happens: Let S be the set of nodes x that have ax>0. For all x\xe2\x88\x88S, 1 is subtracted from ax, and then for each node y, such that there is an edge from x to y, 1 is added to ay.Find the first moment of time when all ai become 0. Since the answer can be very large, output it modulo 998244353." 2200
