2037G "Natlan Exploring" "combinatorics,dp,math,number theory" "You are exploring the stunning region of Natlan! This region consists of n cities, and each city is rated with an attractiveness ai. A directed edge exists from City i to City j if and only if i<j and gcd(ai,aj)\xe2\x89\xa01, where gcd(x,y) denotes the greatest common divisor (GCD) of integers x and y.Starting from City 1, your task is to determine the total number of distinct paths you can take to reach City n, modulo 998244353. Two paths are different if and only if the set of cities visited is different." -999
2037F "Ardent Flames" "binary search,data structures,sortings,two pointers" "You have obtained the new limited event character Xilonen. You decide to use her in combat.There are n enemies in a line. The i\'th enemy from the left has health hi and is currently at position xi. Xilonen has an attack damage of m, and you are ready to defeat the enemies with her.Xilonen has a powerful ""ground stomp"" attack. Before you perform any attacks, you select an integer p and position Xilonen there (p can be any integer position, including a position with an enemy currently). Afterwards, for each attack, she deals m damage to an enemy at position p (if there are any), m\xe2\x88\x921 damage to enemies at positions p\xe2\x88\x921 and p+1, m\xe2\x88\x922 damage to enemies at positions p\xe2\x88\x922 and p+2, and so on. Enemies that are at least a distance of m away from Xilonen take no damage from attacks.Formally, if there is an enemy at position x, she will deal max(0,m\xe2\x88\x92|p\xe2\x88\x92x|) damage to that enemy each hit. Note that you may not choose a different p for different attacks. Over all possible p, output the minimum number of attacks Xilonen must perform to defeat at least k enemies. If it is impossible to find a p such that eventually at least k enemies will be defeated, output \xe2\x88\x921 instead. Note that an enemy is considered to be defeated if its health reaches 0 or below." -999
2037E "Kachina\'s Favorite Binary String" "greedy,interactive,two pointers" "This is an interactive problem.Kachina challenges you to guess her favorite binary string\xe2\x88\x97 s of length n. She defines f(l,r) as the number of subsequences\xe2\x80\xa0 of 01 in slsl+1\xe2\x80\xa6sr. Two subsequences are considered different if they are formed by deleting characters from different positions in the original string, even if the resulting subsequences consist of the same characters.To determine s, you can ask her some questions. In each question, you can choose two indices l and r (1\xe2\x89\xa4l<r\xe2\x89\xa4n) and ask her for the value of f(l,r).Determine and output s after asking Kachina no more than n questions. However, it may be the case that s is impossible to be determined. In this case, you would need to report IMPOSSIBLE instead.Formally, s is impossible to be determined if after asking n questions, there are always multiple possible strings for s, regardless of what questions are asked. Note that if you report IMPOSSIBLE when there exists a sequence of at most n queries that will uniquely determine the binary string, you will get the Wrong Answer verdict.\xe2\x88\x97A binary string only contains characters 0 and 1.\xe2\x80\xa0A sequence a is a subsequence of a sequence b if a can be obtained from b by the deletion of several (possibly, zero or all) elements. For example, subsequences of 1011101 are 0, 1, 11111, 0111, but not 000 nor 11100." -999
2037D "Sharky Surfing" "data structures,greedy,two pointers" "Mualani loves surfing on her sharky surfboard!Mualani\'s surf path can be modeled by a number line. She starts at position 1, and the path ends at position L. When she is at position x with a jump power of k, she can jump to any integer position in the interval [x,x+k]. Initially, her jump power is 1. However, her surf path isn\'t completely smooth. There are n hurdles on her path. Each hurdle is represented by an interval [l,r], meaning she cannot jump to any position in the interval [l,r]. There are also m power-ups at certain positions on the path. Power-up i is located at position xi and has a value of vi. When Mualani is at position xi, she has the option to collect the power-up to increase her jump power by vi. There may be multiple power-ups at the same position. When she is at a position with some power-ups, she may choose to take or ignore each individual power-up. No power-up is in the interval of any hurdle.What is the minimum number of power-ups she must collect to reach position L to finish the path? If it is not possible to finish the surf path, output \xe2\x88\x921." -999
2037C "Superultra\'s Favorite Permutation" "constructive algorithms,greedy,math,number theory" "Superultra, a little red panda, desperately wants primogems. In his dreams, a voice tells him that he must solve the following task to obtain a lifetime supply of primogems. Help Superultra!Construct a permutation\xe2\x88\x97 p of length n such that pi+pi+1 is composite\xe2\x80\xa0 over all 1\xe2\x89\xa4i\xe2\x89\xa4n\xe2\x88\x921. If it\'s not possible, output \xe2\x88\x921.\xe2\x88\x97A permutation of length n is an array consisting of n distinct integers from 1 to n in arbitrary order. For example, [2,3,1,5,4] is a permutation, but [1,2,2] is not a permutation (2 appears twice in the array), and [1,3,4] is also not a permutation (n=3 but there is 4 in the array).\xe2\x80\xa0An integer x is composite if it has at least one other divisor besides 1 and x. For example, 4 is composite because 2 is a divisor." -999
2037B "Intercepted Inputs" "brute force,implementation" "To help you prepare for your upcoming Codeforces contest, Citlali set a grid problem and is trying to give you a n by m grid through your input stream. Specifically, your input stream should contain the following:  The first line contains two integers n and m \xe2\x80\x94 the dimensions of the grid.  The following n lines contain m integers each \xe2\x80\x94 the values of the grid. However, someone has intercepted your input stream, shuffled all given integers, and put them all on one line! Now, there are k integers all on one line, and you don\'t know where each integer originally belongs. Instead of asking Citlali to resend the input, you decide to determine the values of n and m yourself.Output any possible value of n and m that Citlali could have provided." -999
2037A Twice implementation "Kinich wakes up to the start of a new day. He turns on his phone, checks his mailbox, and finds a mysterious present. He decides to unbox the present.Kinich unboxes an array a with n integers. Initially, Kinich\'s score is 0. He will perform the following operation any number of times:  Select two indices i and j (1\xe2\x89\xa4i<j\xe2\x89\xa4n) such that neither i nor j has been chosen in any previous operation and ai=aj. Then, add 1 to his score. Output the maximum score Kinich can achieve after performing the aforementioned operation any number of times." -999
2036G "Library of Magic" "binary search,constructive algorithms,divide and conquer,interactive,math,number theory" "This is an interactive problem.The Department of Supernatural Phenomena at the Oxenfurt Academy has opened the Library of Magic, which contains the works of the greatest sorcerers of Redania \xe2\x80\x94 n (3\xe2\x89\xa4n\xe2\x89\xa41018) types of books, numbered from 1 to n. Each book\'s type number is indicated on its spine. Moreover, each type of book is stored in the library in exactly two copies! And you have been appointed as the librarian.One night, you wake up to a strange noise and see a creature leaving the building through a window. Three thick tomes of different colors were sticking out of the mysterious thief\'s backpack. Before you start searching for them, you decide to compute the numbers a, b, and c written on the spines of these books. All three numbers are distinct.So, you have an unordered set of tomes, which includes one tome with each of the pairwise distinct numbers a, b, and c, and two tomes for all numbers from 1 to n, except for a, b, and c. You want to find these values a, b, and c.Since you are not working in a simple library, but in the Library of Magic, you can only use one spell in the form of a query to check the presence of books in their place:   ""xor l r"" \xe2\x80\x94 Bitwise XOR query with parameters l and r. Let k be the number of such tomes in the library whose numbers are greater than or equal to l and less than or equal to r. You will receive the result of the computation v1\xe2\x8a\x95v2\xe2\x8a\x95...\xe2\x8a\x95vk, where v1...vk are the numbers on the spines of these tomes, and \xe2\x8a\x95 denotes the operation of bitwise exclusive OR. Since your magical abilities as a librarian are severely limited, you can make no more than 150 queries." 2200
2036F "XORificator 3000" "bitmasks,dp,number theory,two pointers" "Alice has been giving gifts to Bob for many years, and she knows that what he enjoys the most is performing bitwise XOR of interesting integers. Bob considers a positive integer x to be interesting if it satisfies x\xe2\x89\xa2k(mod2i). Therefore, this year for his birthday, she gifted him a super-powerful ""XORificator 3000"", the latest model.Bob was very pleased with the gift, as it allowed him to instantly compute the XOR of all interesting integers in any range from l to r, inclusive. After all, what else does a person need for happiness? Unfortunately, the device was so powerful that at one point it performed XOR with itself and disappeared. Bob was very upset, and to cheer him up, Alice asked you to write your version of the ""XORificator""." 1900
2036E "Reverse the Rivers" "binary search,constructive algorithms,data structures,greedy" "A conspiracy of ancient sages, who decided to redirect rivers for their own convenience, has put the world on the brink. But before implementing their grand plan, they decided to carefully think through their strategy \xe2\x80\x94 that\'s what sages do.There are n countries, each with exactly k regions. For the j-th region of the i-th country, they calculated the value ai,j, which reflects the amount of water in it.The sages intend to create channels between the j-th region of the i-th country and the j-th region of the (i+1)-th country for all 1\xe2\x89\xa4i\xe2\x89\xa4(n\xe2\x88\x921) and for all 1\xe2\x89\xa4j\xe2\x89\xa4k. Since all n countries are on a large slope, water flows towards the country with the highest number. According to the sages\' predictions, after the channel system is created, the new value of the j-th region of the i-th country will be bi,j=a1,j|a2,j|...|ai,j, where | denotes the bitwise ""OR"" operation.After the redistribution of water, the sages aim to choose the most suitable country for living, so they will send you q queries for consideration.Each query will contain m requirements. Each requirement contains three parameters: the region number r, the sign o (either ""<"" or "">""), and the value c. If o = ""<"", then in the r-th region of the country you choose, the new value must be strictly less than the limit c, and if o = "">"", it must be strictly greater.In other words, the chosen country i must satisfy all m requirements. If in the current requirement o = ""<"", then it must hold that bi,r<c, and if o = "">"", then bi,r>c.In response to each query, you should output a single integer \xe2\x80\x94 the number of the suitable country. If there are multiple such countries, output the smallest one. If no such country exists, output \xe2\x88\x921." 1600
2036D "I Love 1543" "brute force,implementation,matrices" "One morning, Polycarp woke up and realized that 1543 is the most favorite number in his life.The first thing that Polycarp saw that day as soon as he opened his eyes was a large wall carpet of size n by m cells; n and m are even integers. Each cell contains one of the digits from 0 to 9.Polycarp became curious about how many times the number 1543 would appear in all layers\xe2\x88\x97 of the carpet when traversed clockwise.\xe2\x88\x97The first layer of a carpet of size n\xc3\x97m is defined as a closed strip of length 2\xe2\x8b\x85(n+m\xe2\x88\x922) and thickness of 1 element, surrounding its outer part. Each subsequent layer is defined as the first layer of the carpet obtained by removing all previous layers from the original carpet." 1300
2036C "Anya and 1100" "brute force,implementation" "While rummaging through things in a distant drawer, Anya found a beautiful string s consisting only of zeros and ones.Now she wants to make it even more beautiful by performing q operations on it.Each operation is described by two integers i (1\xe2\x89\xa4i\xe2\x89\xa4|s|) and v (v\xe2\x88\x88{0,1}) and means that the i-th character of the string is assigned the value v (that is, the assignment si=v is performed).But Anya loves the number 1100, so after each query, she asks you to tell her whether the substring ""1100"" is present in her string (i.e. there exist such 1\xe2\x89\xa4i\xe2\x89\xa4|s|\xe2\x88\x923 that sisi+1si+2si+3=1100)." 1100
2036B Startup greedy,sortings "Arseniy came up with another business plan \xe2\x80\x94 to sell soda from a vending machine! For this, he purchased a machine with n shelves, as well as k bottles, where the i-th bottle is characterized by the brand index bi and the cost ci. You can place any number of bottles on each shelf, but all bottles on the same shelf must be of the same brand.Arseniy knows that all the bottles he puts on the shelves of the machine will be sold. Therefore, he asked you to calculate the maximum amount he can earn." 800
2036A Quintomania implementation "Boris Notkin composes melodies. He represents them as a sequence of notes, where each note is encoded as an integer from 0 to 127 inclusive. The interval between two notes a and b is equal to |a\xe2\x88\x92b| semitones.Boris considers a melody perfect if the interval between each two adjacent notes is either 5 semitones or 7 semitones.After composing his latest melodies, he enthusiastically shows you his collection of works. Help Boris Notkin understand whether his melodies are perfect." 800
2035H "Peak Productivity Forces" "constructive algorithms" "I\'m peakly productive and this is deep.You are given two permutations\xe2\x88\x97 a and b, both of length n.You can perform the following three-step operation on permutation a:  Choose an index i (1\xe2\x89\xa4i\xe2\x89\xa4n). Cyclic shift a1,a2,\xe2\x80\xa6,ai\xe2\x88\x921 by 1 to the right. If you had chosen i=1, then this range doesn\'t exist, and you cyclic shift nothing. Cyclic shift ai+1,ai+2,\xe2\x80\xa6,an by 1 to the right. If you had chosen i=n, then this range doesn\'t exist, and you cyclic shift nothing.After the operation, a1,a2,\xe2\x80\xa6,ai\xe2\x88\x922,ai\xe2\x88\x921,ai,ai+1,ai+2,\xe2\x80\xa6,an\xe2\x88\x921,an is transformed into ai\xe2\x88\x921,a1,\xe2\x80\xa6,ai\xe2\x88\x923,ai\xe2\x88\x922,ai,an,ai+1,\xe2\x80\xa6,an\xe2\x88\x922,an\xe2\x88\x921.Here are some examples of operations done on the identity permutation [1,2,3,4,5,6,7] of length 7:   If we choose i=3, it will become [2,1,3,7,4,5,6].  If we choose i=1, it will become [1,7,2,3,4,5,6].  If we choose i=7, it will become [6,1,2,3,4,5,7].  Notably, position i is not shifted. Find a construction using at most 2n operations to make a equal to b or print \xe2\x88\x921 if it is impossible. The number of operations does not need to be minimized. It can be shown that if it is possible to make a equal to b, it is possible to do this within 2n operations. \xe2\x88\x97A permutation of length n is an array consisting of n distinct integers from 1 to n in arbitrary order. For example, [2,3,1,5,4] is a permutation, but [1,2,2] is not a permutation (2 appears twice in the array), and [1,3,4] is also not a permutation (n=3 but there is 4 in the array)." 3500
2035G2 "Go Learn! (Hard Version)" "divide and conquer,dp" "The differences between the easy and hard versions are the constraints on n and the sum of n. In this version, n\xe2\x89\xa43\xe2\x8b\x85105 and the sum of n does not exceed 106. You can only make hacks if both versions are solved. Well, well, well, let\'s see how Bessie is managing her finances. She seems to be in the trenches! Fortunately, she is applying for a job at Moogle to resolve this issue. Moogle interviews require intensive knowledge of obscure algorithms and complex data structures, but Bessie received a tip-off from an LGM on exactly what she has to go learn.Bessie wrote the following code to binary search for a certain element k in a possibly unsorted array [a1,a2,\xe2\x80\xa6,an] with n elements.let l = 1let h = nwhile l < h:  let m = floor((l + h) / 2)  if a[m] < k:    l = m + 1  else:    h = mreturn lBessie submitted her code to Farmer John\'s problem with m (1\xe2\x89\xa4m\xe2\x89\xa4n) tests. The i-th test is of the form (xi,ki) (1\xe2\x89\xa4x,k\xe2\x89\xa4n). It is guaranteed all the xi are distinct and all the ki are distinct.Test i is correct if the following hold:  The xi-th element in the array is ki.  If Bessie calls the binary search as shown in the above code for ki, it will return xi. It might not be possible for all m tests to be correct on the same array, so Farmer John will remove some of them so Bessie can AC. Let r be the minimum of tests removed so that there exists an array [a1,a2,\xe2\x80\xa6,an] with 1\xe2\x89\xa4ai\xe2\x89\xa4n so that all remaining tests are correct. In addition to finding r, Farmer John wants you to count the number of arrays [a1,a2,\xe2\x80\xa6,an] with 1\xe2\x89\xa4ai\xe2\x89\xa4n such that there exists a way to remove exactly r tests so that all the remaining tests are correct. Since this number may be very large, please find it modulo 998244353." 3500
2035G1 "Go Learn! (Easy Version)" dp,trees "The differences between the easy and hard versions are the constraints on n and the sum of n. In this version, n\xe2\x89\xa43000 and the sum of n does not exceed 104. You can only make hacks if both versions are solved. Well, well, well, let\'s see how Bessie is managing her finances. She seems to be in the trenches! Fortunately, she is applying for a job at Moogle to resolve this issue. Moogle interviews require intensive knowledge of obscure algorithms and complex data structures, but Bessie received a tip-off from an LGM on exactly what she has to go learn.Bessie wrote the following code to binary search for a certain element k in a possibly unsorted array [a1,a2,\xe2\x80\xa6,an] with n elements.let l = 1let h = nwhile l < h:  let m = floor((l + h) / 2)  if a[m] < k:    l = m + 1  else:    h = mreturn lBessie submitted her code to Farmer John\'s problem with m (1\xe2\x89\xa4m\xe2\x89\xa4n) tests. The i-th test is of the form (xi,ki) (1\xe2\x89\xa4x,k\xe2\x89\xa4n). It is guaranteed all the xi are distinct and all the ki are distinct.Test i is correct if the following hold:  The xi-th element in the array is ki.  If Bessie calls the binary search as shown in the above code for ki, it will return xi. It might not be possible for all m tests to be correct on the same array, so Farmer John will remove some of them so Bessie can AC. Let r be the minimum of tests removed so that there exists an array [a1,a2,\xe2\x80\xa6,an] with 1\xe2\x89\xa4ai\xe2\x89\xa4n so that all remaining tests are correct. In addition to finding r, Farmer John wants you to count the number of arrays [a1,a2,\xe2\x80\xa6,an] with 1\xe2\x89\xa4ai\xe2\x89\xa4n such that there exists a way to remove exactly r tests so that all the remaining tests are correct. Since this number may be very large, please find it modulo 998244353." 3300
